1000000,1000,0.05,3,2,0.1,0.1,0.009815,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0560810810810811,3,2,0.1,0.1,0.0110087162162162,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0621621621621622,3,2,0.1,0.1,0.0122024324324324,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0682432432432432,3,2,0.1,0.1,0.0133961486486486,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0743243243243243,3,2,0.1,0.1,0.0145898648648649,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0804054054054054,3,2,0.1,0.1,0.0157835810810811,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0864864864864865,3,2,0.1,0.1,0.0169772972972973,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0925675675675676,3,2,0.1,0.1,0.0181710135135135,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.0986486486486487,3,2,0.1,0.1,0.0193647297297297,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.10472972972973,3,2,0.1,0.1,0.0205584459459459,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.110810810810811,3,2,0.1,0.1,0.0217521621621622,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.116891891891892,3,2,0.1,0.1,0.0229458783783784,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
1000000,1000,0.122972972972973,3,2,0.1,0.1,0.0241395945945946,-5,-5,0,5,5,0,10,0.5,-0.3927,0.5,-0.1963,0.5,0,0.5,0.1963,0.5,0.3927,1,-0.3927,1,-0.1963,1,0,1,0.1963,1,0.3927
